Cliente	Año	Mes	Tiempo
1010	2021	6	313
1010	2021	8	53
1010	2021	7	130
1010	2021	7	87
1010	2021	8	441
1010	2021	6	362
1010	2021	5	399
1010	2021	7	277
1010	2021	1	172
1010	2021	10	404
1010	2021	9	186
1010	2021	5	129
1010	2021	11	18
1010	2021	11	418
1010	2021	4	187
1010	2021	5	443
1010	2021	9	20
1010	2021	3	338
1010	2021	9	131
1010	2021	8	250
1010	2021	5	162
1010	2021	1	115
1010	2021	3	70
1010	2021	4	353
1010	2021	2	289
1010	2021	5	99
1010	2021	5	291
1010	2021	1	395
1010	2021	1	385
1010	2021	8	42
1010	2021	6	95
1010	2021	10	245
1010	2021	1	428
1010	2021	3	128
1010	2021	2	334
1010	2021	9	290
1010	2021	5	112
1010	2021	8	281
1010	2021	9	458
1010	2021	8	233
1010	2021	11	246
1010	2021	11	330
1010	2021	2	227
1010	2021	10	123
1010	2021	7	26
1010	2021	1	289
1010	2021	6	41
1010	2021	1	170
1010	2021	9	409
1010	2021	11	63
1010	2021	3	262
1010	2021	1	477
1010	2021	12	65
1010	2021	8	105
1010	2021	12	362
1010	2021	6	105
1010	2021	2	315
1010	2021	6	385
1010	2021	12	68
1010	2021	7	275
1010	2021	2	64
1010	2021	2	284
1010	2021	7	189
1010	2021	12	467
1010	2021	6	256
1010	2021	7	446
1010	2021	7	251
1010	2021	7	29
1010	2021	10	164
1010	2021	3	356
1010	2021	8	41
1010	2021	1	163
1010	2021	1	433
1010	2021	2	315
1010	2021	10	104
1010	2021	4	65
1010	2021	12	319
1010	2021	9	136
1010	2021	10	101
1010	2021	1	49
1010	2021	2	40
1010	2021	4	264
1010	2021	1	340
1010	2021	12	75
1010	2021	2	423
1010	2021	10	155
1010	2021	4	246
1010	2021	6	361
1010	2021	6	264
1010	2021	5	385
1010	2021	10	32
1010	2021	12	444
1010	2021	5	450
1010	2021	12	354
1010	2021	11	119
1010	2021	10	392
1010	2021	10	348
1010	2021	8	111
1010	2021	3	257
1010	2021	11	56
1010	2021	9	249
1010	2021	5	344
1010	2021	1	197
1010	2021	12	34
1010	2021	12	274
1010	2021	2	158
1010	2021	9	216
1010	2021	7	323
1010	2021	10	45
1010	2021	5	104
1010	2021	2	130
1010	2021	9	219
1010	2021	12	60
1010	2021	5	417
1010	2021	8	152
1010	2021	6	272
1010	2021	12	39
1010	2021	11	405
1010	2021	5	466
1010	2021	10	477
1010	2021	8	64
1010	2021	7	121
1010	2021	9	454
1010	2021	7	421
1010	2021	2	415
1010	2021	1	347
1010	2021	5	429
1010	2021	5	366
1010	2021	10	171
1010	2021	11	327
1010	2021	9	81
1010	2021	11	63
1010	2021	5	43
1010	2021	2	390
1010	2021	2	253
1010	2021	10	52
1010	2021	9	463
1010	2021	6	202
1010	2021	1	73
1010	2021	10	99
1010	2021	4	144
1010	2021	2	275
1010	2021	2	131
1010	2021	4	56
1010	2021	12	469
1010	2021	4	298
1010	2021	5	422
1010	2021	1	348
1010	2021	8	442
1010	2021	1	305
1010	2021	8	475
1010	2021	10	412
1010	2021	11	121
1010	2021	1	333
1010	2021	2	198
1010	2021	6	432
1010	2021	7	354
1010	2021	3	383
1010	2021	2	234
1010	2021	10	322
1010	2021	9	87
1010	2021	1	345
1010	2021	9	89
1010	2021	10	390
1010	2021	7	463
1010	2021	1	406
1010	2021	5	113
1010	2021	8	161
1010	2021	6	335
1010	2021	4	342
1010	2021	1	205
1010	2021	2	15
1010	2021	4	36
1010	2021	9	458
1010	2021	9	242
1010	2021	1	42
1010	2021	5	49
1010	2021	7	15
1010	2021	8	461
1010	2021	1	266
1010	2021	11	107
1010	2021	8	421
1010	2021	9	73
1010	2021	10	73
1010	2021	5	86
1010	2021	8	354
1010	2021	5	210
1010	2021	8	73
1010	2021	2	36
1010	2021	5	130
1010	2021	7	340
1010	2021	6	69
1010	2021	8	126
1010	2021	9	31
1010	2021	10	295
1010	2021	7	22
1010	2021	11	145
1010	2021	12	88
1010	2021	3	361
1010	2021	12	431
1010	2021	3	81
1010	2021	2	269
1010	2021	11	110
1010	2021	9	434
1010	2021	6	254
1010	2021	9	431
1010	2021	11	151
1010	2021	1	99
1010	2021	7	343
1010	2021	2	61
1010	2021	12	229
1010	2021	1	347
1010	2021	8	216
1010	2021	4	61
1010	2021	12	212
1010	2021	5	346
1010	2021	11	76
1010	2021	2	67
1010	2021	9	203
1010	2021	12	386
1010	2021	10	245
1010	2021	11	109
1010	2021	4	345
1010	2021	8	330
1010	2021	10	295
1010	2021	8	273
1010	2021	11	272
1010	2021	4	102
1010	2021	12	322
1010	2021	12	463
1010	2021	8	147
1010	2021	10	247
1010	2021	12	214
1010	2021	12	415
1010	2021	6	309
1010	2021	6	203
1010	2021	12	428
1010	2021	12	383
1010	2021	9	254
1010	2021	6	236
1010	2021	1	73
1010	2021	7	97
1010	2021	8	137
1010	2021	7	296
1010	2021	11	282
1010	2021	6	357
1010	2021	10	350
1010	2021	11	308
1010	2021	10	390
1010	2021	12	160
1010	2021	5	309
1010	2021	1	385
1010	2021	3	366
1010	2021	10	85
1010	2021	6	266
1010	2021	12	449
1010	2021	11	53
1010	2021	12	23
1010	2021	8	389
1010	2021	2	424
1010	2021	3	309
1010	2021	6	339
1010	2021	11	58
1010	2021	5	34
1010	2021	11	250
1010	2021	9	415
1010	2021	12	313
1010	2021	11	444
1010	2021	7	383
1010	2021	10	28
1010	2021	9	145
1010	2021	10	394
1010	2021	10	286
1010	2021	2	180
1010	2021	2	202
1010	2021	5	81
1010	2021	2	138
1010	2021	11	443
1010	2021	10	208
1010	2021	11	147
1010	2021	1	285
1010	2021	11	24
1010	2021	6	108
1010	2021	9	139
1010	2021	8	271
1010	2021	2	178
1010	2021	1	428
1010	2021	11	59
1010	2021	5	476
1010	2021	9	297
1010	2021	7	120
1010	2021	5	376
1010	2021	2	71
1010	2021	1	271
1010	2021	12	347
1010	2021	12	248
1010	2021	2	27
1010	2021	9	49
1010	2021	8	207
1010	2021	3	119
1010	2021	4	331
1010	2021	3	408
1010	2021	8	198
1010	2021	6	272
1010	2021	12	408
1010	2021	6	163
1010	2021	6	284
1010	2021	4	328
1010	2021	9	166
1010	2021	7	392
1010	2021	7	177
1010	2021	7	137
1010	2021	3	429
1010	2021	11	183
1010	2021	9	399
1010	2021	1	341
1010	2021	5	219
1010	2021	1	26
1010	2021	4	340
1010	2021	5	352
1010	2021	12	135
1010	2021	2	277
1010	2021	2	366
1010	2021	8	320
1010	2021	6	410
1010	2021	7	332
1010	2021	4	457
1010	2021	5	392
1010	2021	8	75
1010	2021	11	354
1010	2021	6	218
1010	2021	8	85
1010	2021	9	270
1010	2021	11	455
1010	2021	2	258
1010	2021	9	435
1010	2021	2	189
1010	2021	12	327
1010	2021	2	400
1010	2021	4	90
1010	2021	12	399
1010	2021	6	29
1010	2021	6	144
1010	2021	12	131
1010	2021	8	76
1010	2021	3	259
1010	2021	5	149
1010	2021	2	408
1010	2021	9	407
1010	2021	5	34
1010	2021	1	460
1010	2021	1	210
1010	2021	7	372
1010	2021	8	313
1010	2021	8	453
1010	2021	3	347
1010	2021	2	198
1010	2021	8	81
1010	2021	11	45
1010	2021	5	328
1010	2021	7	232
1010	2021	7	89
1010	2021	3	280
1010	2021	6	242
1010	2021	1	103
1010	2021	8	397
1010	2021	12	347
1010	2021	11	20
1010	2021	6	363
1010	2021	10	367
1010	2021	5	207
1010	2021	1	386
1010	2021	5	222
1010	2021	6	84
1010	2021	3	413
1010	2021	10	142
1010	2021	3	364
1010	2021	2	73
1010	2021	10	227
1010	2021	5	331
1010	2021	10	176
1010	2021	6	332
1010	2021	10	221
1010	2021	7	250
1010	2021	11	275
1010	2021	1	32
1010	2021	6	137
1010	2021	7	271
1010	2021	3	400
1010	2021	1	384
1010	2021	7	196
1010	2021	3	73
1010	2021	12	351
1010	2021	4	390
1010	2021	3	145
1010	2021	1	175
1010	2021	6	324
1010	2021	2	431
1010	2021	5	280
1010	2021	11	368
1010	2021	3	267
1010	2021	1	391
1010	2021	2	197
1010	2021	4	332
1010	2021	6	84
1010	2021	3	173
1010	2021	11	413
1010	2021	7	141
1010	2021	12	387
1010	2021	11	304
1010	2021	11	91
1010	2021	12	262
1010	2021	6	164
1010	2021	1	118
1010	2021	6	459
1010	2021	11	480
1010	2021	6	473
1010	2021	5	366
1010	2021	2	375
1010	2021	2	423
1010	2021	12	282
1010	2021	9	310
1010	2021	11	311
1010	2021	9	34
1010	2021	9	327
1010	2021	9	191
1010	2021	10	31
1010	2021	11	308
1010	2021	8	266
1010	2021	5	106
1010	2021	7	470
1010	2021	7	368
1010	2021	4	57
1010	2021	3	156
1010	2021	12	315
1010	2021	11	240
1010	2021	8	357
1010	2021	4	212
1010	2021	5	444
1010	2021	9	335
1010	2021	12	317
1010	2021	3	351
1010	2021	5	104
1010	2021	4	161
1010	2021	12	97
1010	2021	8	42
1010	2021	4	367
1010	2021	6	98
1010	2021	10	20
1010	2021	9	459
1010	2021	9	239
1010	2021	12	44
1010	2021	11	403
1010	2021	10	246
1010	2021	6	316
1010	2021	2	363
1010	2021	4	314
1010	2021	6	159
1010	2021	5	376
1010	2021	2	341
1010	2021	5	178
1010	2021	8	169
1010	2021	11	43
1010	2021	7	249
1010	2021	3	382
1010	2021	6	362
1010	2021	4	362
1010	2021	12	115
1010	2021	2	397
1010	2021	4	428
1010	2021	10	120
1010	2021	7	373
1010	2021	11	442
1010	2021	8	199
1010	2021	12	469
1010	2021	8	290
1010	2021	1	102
1010	2021	2	357
1010	2021	9	16
1010	2021	2	110
1010	2021	4	83
1010	2021	12	238
1010	2021	10	436
1010	2021	2	419
1010	2021	8	63
1010	2021	11	228
1010	2021	1	226
1010	2021	11	26
1010	2021	7	175
1010	2021	4	251
1010	2021	6	118
1010	2021	3	468
1010	2021	7	214
1010	2021	1	165
1010	2021	4	333
1010	2021	2	331
1010	2021	7	135
1010	2021	5	345
1010	2021	1	55
1010	2021	3	401
1010	2021	5	244
1010	2021	7	291
1010	2021	10	82
1010	2021	3	128
1010	2021	1	407
1010	2021	7	189
1010	2021	11	366
1010	2021	4	403
1010	2021	3	216
1010	2021	7	136
1010	2021	6	113
1010	2021	10	458
1010	2021	11	448
1010	2021	6	311
1010	2021	6	321
1010	2021	11	70
1010	2021	10	42
1010	2021	1	192
1010	2021	11	473
1010	2021	11	398
1010	2021	2	32
1010	2021	1	250
1010	2021	11	137
1010	2021	5	428
1010	2021	12	440
1010	2021	3	229
1010	2021	3	260
1010	2021	5	468
1010	2021	9	81
1010	2021	3	153
1010	2021	3	20
1010	2021	5	238
1010	2021	2	172
1010	2021	4	23
1010	2021	2	468
1010	2021	9	240
1010	2021	8	19
1010	2021	12	55
1010	2021	7	76
1010	2021	8	253
1010	2021	11	188
1010	2021	1	280
1010	2021	4	469
1010	2021	10	465
1010	2021	2	216
1010	2021	2	78
1010	2021	8	96
1010	2021	12	461
1010	2021	3	396
1010	2021	11	459
1010	2021	3	91
1010	2021	3	405
1010	2021	2	143
1010	2021	11	412
1010	2021	3	123
1010	2021	2	265
1010	2021	8	246
1010	2021	4	48
1010	2021	3	99
1010	2021	12	31
1010	2021	5	209
1010	2021	10	206
1010	2021	1	223
1010	2021	8	302
1010	2021	8	466
1010	2021	6	214
1010	2021	4	466
1010	2021	5	176
1010	2021	12	109
1010	2021	9	346
1010	2021	1	381
1010	2021	11	202
1010	2021	12	376
1010	2021	1	243
1010	2021	6	327
1010	2021	6	159
1010	2021	5	77
1010	2021	12	51
1010	2021	4	452
1010	2021	3	330
1010	2021	11	393
1010	2021	6	113
1010	2021	5	37
1010	2021	10	414
1010	2021	12	409
1010	2021	8	60
1010	2021	10	442
1010	2021	1	331
1010	2021	4	470
1010	2021	10	17
1010	2021	1	468
1010	2021	2	425
1010	2021	2	413
1010	2021	6	171
1010	2021	6	216
1010	2021	3	463
1010	2021	10	82
1010	2021	9	268
1010	2021	2	177
1010	2021	6	334
1010	2021	12	392
1010	2021	3	326
1010	2021	12	97
1010	2021	4	125
1010	2021	9	39
1010	2021	12	257
1010	2021	4	468
1010	2021	8	315
1010	2021	2	386
1010	2021	2	182
1010	2021	11	216
1010	2021	6	97
1010	2021	2	344
1010	2021	6	219
1010	2021	9	438
1010	2021	10	141
1010	2021	9	18
1010	2021	11	278
1010	2021	8	330
1010	2021	10	351
1010	2021	3	321
1010	2021	5	393
1010	2021	11	367
1010	2021	10	143
1010	2021	12	237
1010	2021	11	155
1010	2021	12	429
1010	2021	5	47
1010	2021	10	255
1010	2021	8	410
1010	2021	1	166
1010	2021	1	275
1010	2021	8	426
1010	2021	5	163
1010	2021	5	126
1010	2021	2	63
1010	2021	12	387
1010	2021	2	291
1010	2021	10	151
1010	2021	12	433
1010	2021	8	268
1010	2021	6	63
1010	2021	6	391
1010	2021	9	19
1010	2021	4	448
1010	2021	5	437
1010	2021	10	143
1010	2021	4	230
1010	2021	2	474
1010	2021	5	199
1010	2021	1	415
1010	2021	11	33
1010	2021	11	278
1010	2021	3	220
1010	2021	5	286
1010	2021	5	177
1010	2021	7	94
1010	2021	12	136
1010	2021	3	457
1010	2021	11	199
1010	2021	10	319
1010	2021	1	208
1010	2021	12	463
1010	2021	10	254
1010	2021	9	17
1010	2021	1	181
1010	2021	3	297
1010	2021	4	441
1010	2021	1	77
1010	2021	7	104
1010	2021	3	157
1010	2021	5	448
1010	2021	1	103
1010	2021	10	133
1010	2021	7	463
1010	2021	9	479
1010	2021	3	125
1010	2021	12	377
1010	2021	9	233
1010	2021	11	224
1010	2021	7	391
1010	2021	9	417
1010	2021	9	41
1010	2021	11	374
1010	2021	2	426
1010	2021	8	33
1010	2021	10	134
1010	2021	6	180
1010	2021	5	19
1010	2021	2	72
1010	2021	9	148
1010	2021	12	285
1010	2021	8	289
1010	2021	3	408
1010	2021	4	95
1010	2021	5	179
1010	2021	12	132
1010	2021	2	52
1010	2021	5	390
1010	2021	4	284
1010	2021	3	306
1010	2021	10	297
1010	2021	12	338
1010	2021	3	282
1010	2021	1	343
1010	2021	12	399
1010	2021	2	97
1010	2021	7	76
1010	2021	3	105
1010	2021	7	477
1010	2021	8	395
1010	2021	4	73
1010	2021	1	195
1010	2021	3	334
1010	2021	10	150
1010	2021	2	374
1010	2021	4	83
1010	2021	5	328
1010	2021	4	58
1010	2021	3	457
1010	2021	8	78
1010	2021	6	183
1010	2021	8	392
1010	2021	4	470
1010	2021	10	314
1010	2021	3	445
1010	2021	7	466
1010	2021	4	425
1010	2021	12	91
1010	2021	11	466
1010	2021	7	359
1010	2021	11	226
1010	2021	8	53
1010	2021	4	159
1010	2021	2	152
1010	2021	6	200
1010	2021	4	25
1010	2021	12	292
1010	2021	11	254
1010	2021	11	366
1010	2021	11	263
1010	2021	6	304
1010	2021	11	381
1010	2021	1	121
1010	2021	9	93
1010	2021	10	182
1010	2021	12	160
1010	2021	3	393
1010	2021	1	317
1010	2021	8	75
1010	2021	7	417
1010	2021	11	431
1010	2021	6	261
1010	2021	10	441
1010	2021	7	71
1010	2021	8	38
1010	2021	9	168
1010	2021	3	476
1010	2021	9	44
1010	2021	5	467
1010	2021	9	440
1010	2021	7	385
1010	2021	1	270
1010	2021	6	150
1010	2021	7	319
1010	2021	9	250
1010	2021	7	289
1010	2021	5	230
1010	2021	2	163
1010	2021	11	225
1010	2021	5	412
1010	2021	12	131
1010	2021	7	328
1010	2021	11	460
1010	2021	12	466
1010	2021	1	116
1010	2021	3	377
1010	2021	7	267
1010	2021	10	267
1010	2021	8	101
1010	2021	7	216
1010	2021	4	205
1010	2021	5	459
1010	2021	1	141
1010	2021	7	156
1010	2021	3	235
1010	2021	3	26
1010	2021	7	421
1010	2021	1	406
1010	2021	2	109
1010	2021	8	123
1010	2021	9	98
1010	2021	5	470
1010	2021	2	387
1010	2021	8	117
1010	2021	12	80
1010	2021	1	474
1010	2021	9	200
1010	2021	6	216
1010	2021	2	163
1010	2021	12	130
1010	2021	3	318
1010	2021	4	455
1010	2021	7	445
1010	2021	9	289
1010	2021	11	178
1010	2021	11	415
1010	2021	4	98
1010	2021	4	191
1010	2021	12	215
1010	2021	2	463
1010	2021	11	432
1010	2021	6	308
1010	2021	10	300
1010	2021	7	478
1010	2021	9	385
1010	2021	5	27
1010	2021	11	78
1010	2021	11	250
1010	2021	5	178
1010	2021	10	317
1010	2021	5	124
1010	2021	6	50
1010	2021	10	359
1010	2021	1	199
1010	2021	7	435
1010	2021	8	378
1010	2021	11	368
1010	2021	1	27
1010	2021	1	47
1010	2021	7	28
1010	2021	9	426
1010	2021	6	296
1010	2021	11	247
1010	2021	11	125
1010	2021	12	146
1010	2021	8	45
1010	2021	6	462
1010	2021	4	292
1010	2021	6	20
1010	2021	12	57
1010	2021	5	107
1010	2021	6	58
1010	2021	8	424
1010	2021	3	254
1010	2021	8	429
1010	2021	2	351
1010	2021	5	167
1010	2021	11	469
1010	2021	9	235
1010	2021	11	63
1010	2021	8	40
1010	2021	8	117
1010	2021	7	81
1010	2021	3	61
1010	2021	9	174
1010	2021	11	45
1010	2021	6	144
1010	2021	5	293
1010	2021	10	177
1010	2021	9	76
1010	2021	8	475
1010	2021	2	78
1010	2021	8	219
1010	2021	12	268
1010	2021	7	445
1010	2021	9	379
1010	2021	2	374
1010	2021	5	67
1010	2021	9	83
1010	2021	5	190
1010	2021	2	251
1010	2021	11	175
1010	2021	12	370
1010	2021	11	267
1010	2021	8	75
1010	2021	4	442
1010	2021	6	408
1010	2021	6	429
1010	2021	11	147
1010	2021	12	363
1010	2021	11	314
1010	2021	11	251
1010	2021	9	410
1010	2021	5	434
1010	2021	5	328
1010	2021	9	171
1010	2021	10	67
1010	2021	3	175
1010	2021	11	396
1010	2021	6	208
1010	2021	9	108
1010	2021	6	388
1010	2021	9	321
1010	2021	1	152
1010	2021	6	197
1010	2021	3	329
1010	2021	1	160
1010	2021	11	335
1010	2021	6	73
1010	2021	8	303
1010	2021	5	209
1010	2021	7	410
1010	2021	4	396
1010	2021	8	417
1010	2021	11	307
1010	2021	7	259
1010	2021	8	114
1010	2021	6	212
1010	2021	11	295
1010	2021	3	34
1010	2021	4	378
1010	2021	4	247
1010	2021	7	245
1010	2021	2	227
1010	2021	4	148
1010	2021	9	72
1010	2021	12	210
1010	2021	3	324
1010	2021	5	244
1010	2021	6	317
1010	2021	5	249
1010	2021	2	245
1010	2021	3	35
1010	2021	4	287
1010	2021	8	67
1010	2021	11	401
1010	2021	9	322
1010	2021	3	156
1010	2021	7	197
1010	2021	10	256
1010	2021	2	241
1010	2021	6	448
1010	2021	1	196
1010	2021	3	225
1010	2021	8	403
1010	2021	10	280
1010	2021	3	112
1010	2021	10	16
1010	2021	3	113
1010	2021	8	168
1010	2021	9	389
1010	2021	10	441
1010	2021	12	113
1010	2021	8	411
1010	2021	10	105
1010	2021	12	422
1010	2021	5	326
1010	2021	4	244
1010	2021	12	88
1010	2021	1	416
1010	2021	4	440
1010	2021	8	306
1010	2021	5	60
1010	2021	4	268
1010	2021	6	364
1010	2021	9	227
1010	2021	4	99
1010	2021	1	161
1010	2021	1	425
1010	2021	9	18
1010	2021	3	55
1010	2021	9	394
1010	2021	11	371
1010	2021	12	448
1010	2021	8	260
1010	2021	1	39
1010	2021	10	301
1010	2021	8	467
1010	2021	8	68
1010	2021	1	399
1010	2021	9	398
1010	2021	12	318
1010	2021	1	358
1010	2021	6	147
1010	2021	6	306
1010	2021	2	159
1010	2021	2	195
1010	2021	9	417
1010	2021	2	217
1010	2021	1	304
1010	2021	3	103
1010	2021	2	284
1010	2021	1	364
1010	2021	1	274
1010	2021	7	57
1010	2021	6	181
1010	2021	11	63
1010	2021	10	427
1010	2021	7	27
1010	2021	5	321
1010	2021	4	381
1010	2021	2	124
1010	2021	6	251
1010	2021	11	67
1010	2021	2	26
1010	2021	6	140
1010	2021	1	157
1010	2021	6	139
1010	2021	2	108
1010	2021	10	451
1010	2021	4	270
1010	2021	5	248
1010	2021	4	245
1010	2021	11	70
1010	2021	5	125
1010	2021	5	392
1010	2021	8	323
1010	2021	5	215
1010	2021	6	286
1010	2021	8	88
1010	2021	7	278
1010	2021	5	339
1010	2021	2	189
1010	2021	9	416
1010	2021	8	334
1010	2021	5	462
1010	2021	9	117
1010	2021	1	264
1010	2021	8	253
1010	2021	3	21
1010	2021	11	372
1010	2021	1	123
1010	2021	7	169
1010	2021	8	353
1010	2021	6	42
1010	2021	8	411
1010	2021	4	345
1010	2021	6	256
1010	2021	2	170
1010	2021	11	354
1010	2021	8	134
1010	2021	5	289
1010	2021	3	308
1010	2021	5	467
1010	2021	9	104
1010	2021	9	251
1010	2021	1	231
1010	2021	9	165
1010	2021	1	268
1010	2021	1	277
1010	2021	4	115
1010	2021	5	133
1010	2021	12	239
1010	2021	11	268
1010	2021	6	43
1010	2021	2	283
1010	2021	4	236
1010	2021	6	48
1010	2021	5	457
1010	2021	2	177
1010	2021	6	41
1010	2021	11	164
1010	2021	1	122
1010	2021	1	155
1010	2021	4	478
1010	2021	6	382
1010	2021	2	234
1010	2021	12	414
1010	2021	7	422
1010	2021	6	178
1010	2021	7	356
1010	2021	10	182
1010	2021	7	268
1010	2021	11	409
1010	2021	2	429
1010	2021	9	20
1010	2021	9	180
1010	2021	12	45
1010	2021	7	405
1010	2021	4	432
1010	2021	3	124
1010	2021	8	238
1010	2021	4	91
1010	2021	1	378
1010	2021	7	366
1010	2021	8	197
1010	2021	7	77
1010	2021	7	277
1010	2021	10	146
1010	2021	8	349
1010	2021	9	49
1010	2021	8	146
1010	2021	8	128
1010	2021	6	335
1010	2021	5	192
1010	2021	8	377
1010	2021	10	117
1010	2021	5	97
1010	2021	10	242
1010	2021	10	82
1010	2021	1	369
1010	2021	4	417
1010	2021	12	472
1010	2021	8	231
1010	2021	3	109
1010	2021	8	119
1010	2021	11	17
1010	2021	9	441
1010	2021	3	26
1010	2021	7	68
1010	2021	3	449
1010	2021	3	132
1010	2021	6	129
1010	2021	3	128
1010	2021	2	380
1010	2021	1	24
1010	2021	2	396
1010	2021	8	383
1010	2021	12	367
1010	2021	10	111
1010	2021	11	376
1010	2021	6	78
1010	2021	9	210
1010	2021	8	381
1010	2021	12	250
1010	2021	8	122
1010	2021	9	419
1010	2021	9	465
1010	2021	4	245
1010	2021	8	200
1010	2021	4	249
1010	2021	3	231
1010	2021	10	386
1010	2021	5	451
1010	2021	1	15
1010	2021	3	335
1010	2021	4	143
1010	2021	3	220
1010	2021	10	225
1010	2021	10	141
1010	2021	6	212
1010	2021	11	415
1010	2021	11	148
1010	2021	5	333
1010	2021	6	395
1010	2021	4	178
1010	2021	1	444
1010	2021	10	432
1010	2021	3	64
1010	2021	9	67
1010	2021	5	45
1010	2021	6	45
1010	2021	8	295
1010	2021	2	455
1010	2021	2	251
1010	2021	7	411
1010	2021	4	256
1010	2021	7	338
1010	2021	6	314
1010	2021	5	206
1010	2021	6	232
1010	2021	12	328
1010	2021	3	467
1010	2021	12	91
1010	2021	7	30
1010	2021	11	170
1010	2021	5	130
1010	2021	1	322
1010	2021	6	468
1010	2021	2	106
1010	2021	3	327
1010	2021	2	19
1010	2021	12	210
1010	2021	2	269
1010	2021	9	433
1010	2021	8	325
1010	2021	11	209
1010	2021	3	417
1010	2021	7	201
1010	2021	4	392
1010	2021	3	378
1010	2021	3	114
1010	2021	9	435
1010	2021	8	40
1010	2021	11	329
1010	2021	10	367
1010	2021	5	477
1010	2021	7	18
1010	2021	5	223
1010	2021	2	422
1010	2021	2	21
1010	2021	5	304
1010	2021	12	327
1010	2021	2	34
1010	2021	2	300
1010	2021	12	285
1010	2021	2	418
1010	2021	11	81
1010	2021	11	260
1010	2021	10	244
1010	2021	12	101
1010	2021	1	141
1010	2021	6	106
1010	2021	2	428
1010	2021	9	51
1010	2021	6	157
1010	2021	10	395
1010	2021	8	105
1010	2021	9	425
1010	2021	1	69
1010	2021	11	154
1010	2021	9	189
1010	2021	6	363
1010	2021	12	249
1010	2021	2	402
1010	2021	1	289
1010	2021	6	390
1010	2021	5	301
1010	2021	4	65
1010	2021	3	36
1010	2021	1	297
1010	2021	6	99
1010	2021	5	337
1010	2021	12	250
1010	2021	7	464
1010	2021	9	352
1010	2021	6	265
1010	2021	5	442
1010	2021	2	170
1010	2021	11	467
1010	2021	7	62
1010	2021	10	236
1010	2021	2	103
1010	2021	7	306
1010	2021	10	418
1010	2021	3	175
1010	2021	5	259
1010	2021	1	253
1010	2021	9	323
1010	2021	10	65
1010	2021	1	285
1010	2021	6	30
1010	2021	4	237
1010	2021	1	37
1010	2021	9	302
1010	2021	6	432
1010	2021	7	383
1010	2021	11	120
1010	2021	8	70
1010	2021	4	152
1010	2021	1	213
1010	2021	9	410
1010	2021	2	189
1010	2021	1	113
1010	2021	5	341
1010	2021	8	413
1010	2021	7	346
1010	2021	8	363
1010	2021	6	391
1010	2021	12	211
1010	2021	4	141
1010	2021	1	416
1010	2021	2	141
1010	2021	9	285
1010	2021	7	20
1010	2021	10	393
1010	2021	3	151
1010	2021	10	133
1010	2021	4	243
1010	2021	11	472
1010	2021	2	259
1010	2021	12	223
1010	2021	9	117
1010	2021	7	17
1010	2021	10	251
1010	2021	7	329
1010	2021	4	172
1010	2021	2	89
1010	2021	12	254
1010	2021	1	22
1010	2021	10	452
1010	2021	11	171
1010	2021	3	362
1010	2021	1	350
1010	2021	8	215
1010	2021	6	271
1010	2021	1	274
1010	2021	5	223
1010	2021	2	50
1010	2021	6	170
1010	2021	5	204
1010	2021	11	62
1010	2021	8	177
1010	2021	5	182
1010	2021	3	98
1010	2021	5	461
1010	2021	9	379
1010	2021	5	383
1010	2021	4	307
1010	2021	10	480
1010	2021	2	94
1010	2021	12	336
1010	2021	10	394
1010	2021	11	63
1010	2021	12	432
1010	2021	6	385
1010	2021	6	217
1010	2021	1	217
1010	2021	2	463
1010	2021	12	250
1010	2021	10	365
1010	2021	9	433
1010	2021	12	327
1010	2021	4	446
1010	2021	10	17
1010	2021	11	444
1010	2021	7	56
1010	2021	5	295
1010	2021	2	332
1010	2021	12	333
1010	2021	5	85
1010	2021	5	328
1010	2021	12	191
1010	2021	6	288
1010	2021	7	163
1010	2021	5	409
1010	2021	11	51
1010	2021	10	105
1010	2021	11	141
1010	2021	12	103
1010	2021	10	366
1010	2021	11	446
1010	2021	6	359
1010	2021	3	196
1010	2021	5	343
1010	2021	7	136
1010	2021	4	208
1010	2021	11	155
1010	2021	12	61
1010	2021	3	136
1010	2021	9	353
1010	2021	2	198
1010	2021	3	372
1010	2021	7	290
1010	2021	6	415
1010	2021	5	58
1010	2021	6	139
1010	2021	5	395
1010	2021	4	138
1010	2021	7	442
1010	2021	10	410
1010	2021	9	299
1010	2021	9	450
1010	2021	3	97
1010	2021	1	147
1010	2021	10	253
1010	2021	11	152
1010	2021	3	216
1010	2021	12	428
1010	2021	12	55
1010	2021	5	247
1010	2021	6	86
1010	2021	11	122
1010	2021	8	26
1010	2021	5	309
1010	2021	2	169
1010	2021	4	142
1010	2021	9	238
1010	2021	3	162
1010	2021	7	332
1010	2021	12	182
1010	2021	10	273
1010	2021	12	131
1010	2021	10	445
1010	2021	3	199
1010	2021	10	312
1010	2021	7	68
1010	2021	3	113
1010	2021	10	356
1010	2021	7	249
1010	2021	1	180
1010	2021	5	92
1010	2021	3	131
1010	2021	7	416
1010	2021	1	67
1010	2021	7	82
1010	2021	3	435
1010	2021	6	386
1010	2021	7	421
1010	2021	3	168
1010	2021	10	29
1010	2021	8	426
1010	2021	9	52
1010	2021	8	85
1010	2021	5	181
1010	2021	9	187
1010	2021	6	361
1010	2021	1	290
1010	2021	5	203
1010	2021	6	247
1010	2021	5	376
1010	2021	1	217
1010	2021	9	43
1010	2021	4	216
1010	2021	10	223
1010	2021	1	17
1010	2021	11	77
